id,name,number,degree,hobbies,city,personality_traits,sex,age,origin_country,average_grade,language,learning_pace,career_focus
144,Michelle Patrick,+48723595853,Bachelor of Science,"['hiking', 'art', 'traveling']",Gdansk,"['selfish', 'patient', 'sarcastic', 'unpredictable', 'callous', 'congenial', 'boorish']",female,24,Ukraine,3.18,English + Ukraine,Fast,Low
145,Tammy Coleman,+48724809861,Bachelor of Science,"['gaming', 'cooking', 'dancing']",Szczecin,"['sneaky', 'sympathetic']",female,24,Poland,1.62,English + Poland,Low,Medium
146,Jose Knight,+48696973719,Bachelor of Arts,"['sports', 'hiking']",Krakow,"['sociable', 'disloyal', 'rude', 'compassionate', 'cowardly', 'accepting']",male,25,Poland,2.16,English + Poland,Medium,Low
147,Autumn Mathews,+48456530369,Bachelor of Arts,['traveling'],Warsaw,"['callous', 'sarcastic', 'adaptable', 'driven', 'stingy', 'sympathetic', 'creative']",female,29,Ukraine,1.24,English + Ukraine,Low,High
148,Patrick Mitchell IV,+48682111851,Bachelor of Arts,"['gaming', 'cooking']",Warsaw,"['discreet', 'bossy', 'confident', 'creative', 'sympathetic', 'rude', 'callous']",male,22,Ukraine,1.92,English + Ukraine,Low,High
149,Yvonne Singleton,+48951309679,Master of Arts,['art'],Katowice,"['charismatic', 'confident']",male,27,Ukraine,4.64,English + Ukraine,Low,High
150,Pam Crawford,+48792396592,Bachelor of Arts,"['gaming', 'dancing']",Wroclaw,"['persistent', 'discreet']",male,27,Poland,1.74,English + Poland,Low,Medium
151,Micheal Robertson,+48520164744,Master of Science,"['traveling', 'dancing']",Katowice,"['bossy', 'argumentative', 'vulgar']",male,22,Spain,3.85,English,Low,High
152,Christian Bailey,+48069852923,Bachelor of Arts,['gaming'],Warsaw,"['arrogant', 'aggressive', 'driven', 'competent', 'understanding', 'pessimistic', 'independent']",male,24,UK,2.5,English,Low,Medium
153,Manuel Thompson,+48171325881,Master of Arts,"['reading', 'dancing', 'sports', 'music']",Gdansk,"['persistent', 'disloyal', 'adaptable', 'kind']",female,25,Ukraine,4.79,English + Ukraine,Low,High
154,Crystal Davis,+48575948020,Master of Arts,['hiking'],Wroclaw,['trustworthy'],male,24,Poland,2.12,English + Poland,Medium,Low
155,Penny Best,+48049904958,Bachelor of Science,"['art', 'traveling']",Katowice,"['thoughtless', 'understanding', 'patient', 'determined']",male,30,Italy,3.78,English,Medium,Low
156,Cody Mosley,+48709244716,Bachelor of Science,"['gaming', 'cooking']",Katowice,"['self-centered', 'impulsive', 'accepting']",female,22,Poland,3.82,English + Poland,Medium,Low
157,Melissa Bennett,+48322248912,PhD,['gaming'],Katowice,['surly'],female,28,Poland,3.26,English + Poland,Fast,High
158,Richard Hudson,+48619927173,Bachelor of Arts,"['hiking', 'reading']",Poznan,"['competent', 'sociable', 'kind', 'malicious', 'indecisive']",female,24,Poland,4.83,English + Poland,Fast,High
159,Cynthia Jackson,+48019447480,PhD,"['gaming', 'art', 'sports', 'hiking', 'music']",Gdansk,"['arrogant', 'rude']",male,23,Spain,4.88,English,Low,Medium
160,Denise Garcia,+48821573716,Bachelor of Science,['sports'],Gdansk,"['congenial', 'sneaky', 'helpful', 'affable', 'bossy']",female,22,Poland,1.24,English + Poland,Low,Medium
161,Richard Taylor,+48330097572,Master of Science,"['reading', 'music']",Gdansk,['honest'],female,30,Italy,3.54,English,Fast,Low
162,Valerie Davis,+48060950945,Master of Arts,"['cooking', 'hiking', 'art', 'music', 'gaming']",Wroclaw,['reckless'],female,30,Poland,2.83,English + Poland,Fast,High
163,Matthew Bryant,+48435298115,PhD,"['hiking', 'art', 'music', 'sports']",Lublin,"['precise', 'humble', 'driven', 'empathic', 'jealous', 'uncertain']",male,30,Ukraine,3.07,English + Ukraine,Medium,Low
164,Nathan Patel,+48368812714,Master of Arts,"['cooking', 'reading', 'gaming', 'music', 'traveling']",Szczecin,"['exuberant', 'gregarious', 'congenial', 'mindful', 'confident', 'patient', 'surly']",male,27,Italy,2.64,English,Fast,High
165,Michael Petty,+48327271495,Bachelor of Science,"['cooking', 'sports', 'gaming']",Krakow,"['unpredictable', 'sarcastic', 'lazy', 'optimistic']",male,23,Ukraine,4.84,English + Ukraine,Low,High
166,Mark Edwards,+48926852199,Bachelor of Arts,"['music', 'reading', 'cooking', 'sports']",Warsaw,"['congenial', 'intelligent', 'disloyal', 'loyal', 'compassionate']",male,29,Ukraine,2.47,English + Ukraine,Medium,High
167,Zachary Griffith,+48944210588,Bachelor of Arts,"['gaming', 'cooking', 'music', 'art', 'reading']",Poznan,"['optimistic', 'loyal']",female,30,USA,2.44,English,Low,Low
168,Heather Guzman,+48210129033,Bachelor of Science,"['traveling', 'dancing']",Lublin,"['stingy', 'rigid', 'disloyal', 'vulgar', 'fair', 'empathic', 'finicky']",female,27,France,1.08,English,Low,Medium
169,James Monroe,+48892955683,Master of Science,"['hiking', 'traveling', 'music', 'cooking', 'dancing']",Szczecin,"['reckless', 'disloyal', 'honest', 'persistent', 'obnoxious', 'compassionate', 'impatient']",male,28,Ukraine,4.14,English + Ukraine,Fast,Low
170,Nathan Johnson,+48569604022,PhD,"['art', 'dancing']",Wroclaw,"['arrogant', 'honest', 'adaptable', 'callous', 'sociable', 'charismatic', 'tolerant']",male,25,Poland,3.45,English + Poland,Fast,Low
171,Steven Brown,+48192593037,Bachelor of Science,"['gaming', 'hiking']",Krakow,['honest'],male,25,Poland,3.97,English + Poland,Low,High
172,Alexandra Webster,+48520750880,PhD,['hiking'],Krakow,"['rude', 'responsible', 'understanding']",female,29,Poland,2.86,English + Poland,Fast,Low
173,Maria Bernard,+48792516214,Bachelor of Arts,"['traveling', 'cooking', 'sports', 'reading', 'gaming']",Wroclaw,"['independent', 'impulsive', 'friendly', 'adaptable', 'rude', 'affable', 'unpredictable']",male,27,France,2.6,English,Fast,Medium
174,Patricia Davis,+48302539483,Bachelor of Arts,"['music', 'cooking', 'dancing', 'hiking', 'traveling']",Gdansk,"['congenial', 'compassionate']",female,22,Ukraine,1.97,English + Ukraine,Fast,Low
175,Margaret Montgomery,+48310773149,Bachelor of Science,"['dancing', 'gaming', 'music', 'reading']",Lublin,['intelligent'],male,22,Poland,3.86,English + Poland,Low,Low
176,Dr. Sara Martin,+48765190729,Bachelor of Science,"['music', 'cooking']",Warsaw,['trustworthy'],female,25,Ukraine,2.15,English + Ukraine,Fast,Low
177,Donald Turner,+48848401381,Master of Science,"['reading', 'sports', 'hiking', 'cooking', 'art']",Gdansk,"['slovenly', 'empathic']",male,25,Ukraine,2.38,English + Ukraine,Fast,High
178,Ralph Jones,+48569652786,Master of Science,['reading'],Katowice,"['argumentative', 'creative', 'loyal']",female,26,Poland,1.04,English + Poland,Fast,High
179,Taylor Mann,+48722605523,Bachelor of Science,"['sports', 'cooking', 'reading']",Krakow,['honest'],female,26,Poland,2.39,English + Poland,Medium,Low
180,Joseph Terry,+48725135159,PhD,"['sports', 'reading']",Lublin,['affable'],female,27,Poland,1.88,English + Poland,Fast,High
181,Victoria Roth,+48692279786,Bachelor of Science,"['reading', 'music']",Szczecin,['reliable'],male,30,Poland,1.28,English + Poland,Fast,Medium
182,Cassandra Scott,+48172079045,PhD,"['reading', 'music']",Poznan,"['vulgar', 'forgetful', 'rude', 'aggressive', 'mindful', 'slovenly', 'affable']",female,26,Ukraine,3.36,English + Ukraine,Fast,High
183,Bryan Jenkins,+48265173524,Master of Science,"['cooking', 'reading', 'music', 'gaming']",Warsaw,"['slovenly', 'cowardly', 'fair', 'unpredictable']",male,24,Ukraine,1.35,English + Ukraine,Low,Low
184,Melanie Hampton MD,+48234666721,Master of Arts,['gaming'],Szczecin,"['rigid', 'apathetic']",female,23,Poland,3.65,English + Poland,Fast,High
185,Allison Holland,+48273087914,Master of Arts,['sports'],Lublin,"['gregarious', 'bossy', 'reckless']",male,25,Ukraine,2.24,English + Ukraine,Medium,High
186,Donald Lambert,+48424904396,Bachelor of Science,['hiking'],Katowice,"['boorish', 'unfriendly', 'loyal', 'empathic', 'vulgar', 'impatient']",male,30,Spain,4.2,English,Fast,High
187,Adrian Hoover,+48771803589,Bachelor of Arts,"['gaming', 'reading', 'traveling', 'hiking', 'cooking']",Wroclaw,"['enthusiastic', 'manipulative', 'mindful']",male,27,Ukraine,2.8,English + Ukraine,Low,High
188,Amanda Collins MD,+48048955429,Master of Science,"['dancing', 'hiking']",Krakow,"['courageous', 'tolerant', 'sympathetic', 'reliable']",male,24,Poland,3.73,English + Poland,Fast,Medium
189,Stacey Patrick,+48640854779,Bachelor of Arts,"['sports', 'cooking']",Wroclaw,"['helpful', 'self-centered']",female,28,Germany,2.5,English,Low,Low
190,Dustin Rose,+48874398147,Bachelor of Arts,"['gaming', 'music', 'art', 'dancing']",Gdansk,"['picky', 'thoughtless', 'sneaky']",female,23,Germany,4.96,English,Medium,High
191,Barbara Kirk,+48572497086,PhD,"['traveling', 'music']",Poznan,['loyal'],male,30,Poland,2.39,English + Poland,Fast,Low
192,Jerome Richardson,+48839068603,Master of Science,"['music', 'gaming', 'traveling', 'art', 'hiking']",Wroclaw,"['tolerant', 'affable', 'accepting', 'sympathetic', 'disrespectful']",male,30,Poland,2.32,English + Poland,Fast,Medium
193,Steven Robinson,+48634603001,Master of Arts,"['reading', 'sports', 'music', 'dancing', 'cooking']",Warsaw,"['bossy', 'precise', 'manipulative', 'humble']",male,24,Ukraine,3.13,English + Ukraine,Low,High
194,Steven Garcia,+48170195420,Bachelor of Science,"['hiking', 'gaming', 'art', 'traveling', 'reading']",Wroclaw,"['confident', 'tolerant']",female,22,Germany,4.81,English,Medium,Low
195,Catherine Perez,+48442942707,Master of Arts,['art'],Katowice,"['forgetful', 'sociable', 'uncertain', 'creative', 'optimistic', 'thoughtless']",female,29,Ukraine,3.87,English + Ukraine,Low,High
196,Tiffany Heath,+48419576818,PhD,"['hiking', 'sports', 'music', 'reading']",Lublin,"['conceited', 'unfriendly', 'persistent', 'loyal', 'bossy', 'apathetic', 'gregarious']",male,22,Poland,3.4,English + Poland,Low,Medium
197,Steven Cook,+48490970684,Master of Arts,"['hiking', 'gaming', 'music']",Gdansk,['responsible'],male,23,Poland,2.66,English + Poland,Medium,Medium
198,Joshua Best,+48315302300,Master of Science,"['reading', 'cooking', 'traveling', 'music']",Katowice,['obnoxious'],female,30,France,1.02,English,Fast,Medium
199,Autumn Barnes,+48351317609,PhD,"['music', 'hiking', 'reading', 'art', 'traveling']",Lublin,['persistent'],male,28,Germany,2.58,English,Fast,Low
200,Ronnie Colon,+48521488091,Master of Arts,"['art', 'hiking', 'dancing']",Warsaw,"['accepting', 'arrogant', 'intelligent', 'slovenly', 'confident']",male,29,Poland,2.05,English + Poland,Low,Low
201,Jason Love,+48959973408,Master of Science,"['cooking', 'art', 'sports']",Katowice,"['lazy', 'uncertain', 'courageous', 'responsible', 'exuberant', 'disrespectful']",male,23,Poland,3.87,English + Poland,Medium,High
202,Stephen Gould,+48355208136,Master of Arts,"['dancing', 'sports', 'hiking', 'music', 'gaming']",Katowice,"['broad-minded', 'friendly', 'surly', 'greedy', 'stingy', 'thoughtless']",female,23,UK,2.56,English,Fast,High
203,Matthew Clark,+48820052728,Master of Arts,"['reading', 'cooking', 'hiking', 'art', 'dancing']",Krakow,"['independent', 'sympathetic', 'slovenly', 'precise', 'competent', 'exuberant', 'intelligent']",male,30,Poland,2.0,English + Poland,Medium,Medium
204,Felicia Floyd,+48253560890,Master of Arts,"['traveling', 'sports', 'cooking', 'dancing', 'gaming']",Warsaw,"['courageous', 'finicky', 'affable', 'mindful', 'optimistic']",female,25,Poland,4.87,English + Poland,Fast,High
205,Stacy Walters,+48459882699,Master of Science,"['traveling', 'dancing']",Krakow,"['determined', 'bossy', 'optimistic', 'trustworthy', 'rude', 'stingy', 'uncertain']",male,30,Ukraine,4.93,English + Ukraine,Medium,Medium
206,Andrew Garcia,+48065806145,Bachelor of Arts,['hiking'],Krakow,"['apathetic', 'sneaky', 'slovenly', 'determined']",male,25,Ukraine,4.26,English + Ukraine,Fast,Low
207,Kristin Davies,+48214007925,Master of Science,"['cooking', 'hiking', 'dancing']",Krakow,"['responsible', 'finicky', 'charismatic', 'picky']",male,26,Poland,1.85,English + Poland,Low,High
208,Kevin Wilson,+48909008130,Bachelor of Arts,"['art', 'traveling', 'reading']",Szczecin,['driven'],female,24,Poland,2.24,English + Poland,Fast,Low
209,Gerald Paul,+48774149361,Bachelor of Arts,"['reading', 'traveling', 'music', 'cooking', 'hiking']",Katowice,['insightful'],male,29,Ukraine,3.55,English + Ukraine,Fast,Low
210,Helen Lewis,+48883685811,Master of Science,"['hiking', 'traveling', 'music', 'sports', 'cooking']",Krakow,"['humble', 'uncertain', 'reckless']",male,22,Ukraine,4.52,English + Ukraine,Low,Low
211,Mrs. Brittany Powell,+48056757222,Master of Arts,"['reading', 'dancing', 'gaming', 'art']",Wroclaw,"['intelligent', 'loyal', 'reckless', 'stingy', 'cowardly', 'creative']",male,29,Germany,1.95,English,Fast,High
212,Teresa Thompson,+48008428104,Master of Science,"['reading', 'music', 'dancing']",Krakow,"['cowardly', 'kind', 'surly', 'dishonest', 'independent', 'charismatic']",female,27,UK,1.96,English,Medium,Medium
213,Janet Hardin,+48196438640,Master of Arts,"['traveling', 'gaming', 'art']",Katowice,"['conceited', 'precise']",male,23,France,1.14,English,Low,Medium
214,Theresa Armstrong,+48654762740,Bachelor of Science,"['sports', 'hiking', 'music', 'dancing']",Wroclaw,"['bossy', 'affable', 'humble']",female,30,Ukraine,2.4,English + Ukraine,Medium,Low
215,Jose Freeman,+48181059760,Master of Science,['art'],Lublin,"['tolerant', 'impulsive', 'apathetic', 'self-centered', 'unpredictable', 'driven', 'uncertain']",male,28,Ukraine,1.35,English + Ukraine,Fast,Medium
216,Jeffrey Lawrence,+48206537213,Master of Arts,"['dancing', 'reading', 'cooking']",Krakow,"['intelligent', 'discreet']",female,24,Ukraine,4.06,English + Ukraine,Fast,Low
217,Luis Burns,+48703843995,Bachelor of Arts,"['sports', 'art', 'traveling', 'reading']",Krakow,"['malicious', 'selfish', 'driven', 'mindful', 'creative', 'exuberant']",male,26,Ukraine,1.82,English + Ukraine,Medium,Low
218,Luis Mckay,+48882155615,Master of Arts,"['gaming', 'hiking']",Gdansk,"['greedy', 'adaptable', 'surly', 'affable', 'reckless', 'unfriendly', 'loyal']",male,28,Poland,3.06,English + Poland,Fast,Medium
219,Ariana Hall,+48813464382,Bachelor of Science,"['sports', 'hiking', 'reading']",Szczecin,"['insightful', 'affable']",female,27,Spain,3.79,English,Low,Medium
220,Christian Lopez,+48370415324,Master of Science,"['reading', 'art', 'sports', 'hiking']",Szczecin,['patient'],male,22,Spain,3.63,English,Medium,High
221,Russell Melton,+48388656471,Bachelor of Arts,['reading'],Wroclaw,"['patient', 'dishonest', 'tolerant', 'rigid', 'precise', 'selfish', 'finicky']",female,30,UK,4.96,English,Fast,High
222,Kyle Miller,+48078620540,Bachelor of Arts,"['gaming', 'hiking', 'sports', 'music']",Warsaw,"['enthusiastic', 'argumentative', 'reckless']",male,25,Poland,4.49,English + Poland,Medium,High
223,Amy Sanders,+48886976800,Bachelor of Arts,['dancing'],Krakow,['loyal'],male,23,Poland,4.48,English + Poland,Medium,Medium
224,Jacob Gonzalez,+48352183385,Master of Science,['sports'],Krakow,"['slovenly', 'adaptable']",male,28,Ukraine,1.81,English + Ukraine,Medium,Medium
225,Jennifer Harrington,+48957484902,Master of Science,"['cooking', 'art', 'dancing', 'gaming', 'music']",Gdansk,"['pessimistic', 'compassionate', 'helpful', 'patient', 'cowardly', 'jealous', 'empathic']",female,22,Ukraine,3.71,English + Ukraine,Low,Low
226,Benjamin Wagner,+48106735616,PhD,"['music', 'hiking', 'dancing', 'art', 'sports']",Lublin,"['unpredictable', 'sympathetic', 'reliable', 'tolerant', 'kind', 'enthusiastic', 'trustworthy']",female,28,Poland,4.48,English + Poland,Low,Low
227,Shawn Marks,+48565143474,Master of Arts,"['art', 'reading', 'gaming']",Warsaw,"['creative', 'honest', 'compassionate', 'tolerant']",female,23,Germany,2.37,English,Fast,High
228,Amy Williams,+48150230298,Bachelor of Science,"['music', 'reading']",Krakow,"['competent', 'charismatic', 'creative', 'sarcastic', 'accepting']",male,23,Poland,2.56,English + Poland,Low,Medium
229,Jennifer Weiss,+48493401133,Bachelor of Science,"['music', 'traveling', 'reading', 'sports', 'cooking']",Katowice,"['callous', 'argumentative', 'jealous', 'surly']",female,30,Poland,3.29,English + Poland,Fast,Medium
230,Kimberly Cunningham,+48967962827,PhD,"['art', 'reading']",Szczecin,"['boorish', 'self-centered', 'unpredictable', 'impulsive', 'mindful']",female,30,Ukraine,1.87,English + Ukraine,Low,Medium
231,Christopher Webster,+48794079869,Bachelor of Science,"['traveling', 'sports', 'gaming', 'hiking']",Lublin,"['rigid', 'discreet', 'apathetic', 'persistent']",male,24,Poland,4.85,English + Poland,Fast,Low
232,Tara Clay,+48868790209,Master of Science,['cooking'],Szczecin,"['apathetic', 'tolerant']",male,26,Poland,4.11,English + Poland,Fast,High
233,Christopher Nichols,+48366055826,Master of Science,"['hiking', 'traveling', 'dancing', 'sports']",Poznan,"['uncertain', 'driven', 'courageous', 'gregarious', 'reckless', 'unfriendly']",female,28,UK,3.9,English,Low,Low
234,Crystal Rogers,+48211479922,Master of Science,"['dancing', 'cooking', 'music', 'hiking']",Szczecin,"['finicky', 'helpful', 'friendly', 'competent']",female,24,Ukraine,2.1,English + Ukraine,Fast,High
235,Edward Johnson,+48156554271,PhD,"['hiking', 'sports', 'dancing', 'cooking']",Poznan,['affable'],male,24,Ukraine,3.52,English + Ukraine,Fast,Low
236,Jared Adams,+48042390155,Bachelor of Science,"['sports', 'reading']",Lublin,"['determined', 'friendly', 'unpredictable', 'optimistic']",female,25,Poland,2.44,English + Poland,Low,Low
237,Misty Briggs,+48903226808,Master of Arts,"['cooking', 'gaming']",Katowice,"['jealous', 'driven', 'finicky', 'precise']",male,24,Poland,3.35,English + Poland,Medium,Low
238,Michael Miller,+48506374925,PhD,"['art', 'gaming', 'music']",Warsaw,"['discreet', 'indecisive', 'conceited', 'manipulative', 'gregarious']",male,29,Poland,4.31,English + Poland,Fast,Low
239,Amanda Brown,+48157795796,Master of Arts,"['reading', 'traveling']",Krakow,"['jealous', 'forgetful', 'impulsive', 'charismatic', 'helpful', 'bossy']",female,27,Poland,3.12,English + Poland,Low,Medium
240,Kelly Gentry,+48298147427,Bachelor of Arts,"['art', 'music', 'gaming']",Lublin,['indecisive'],female,28,Ukraine,2.28,English + Ukraine,Fast,Medium
241,Victoria Ellis,+48054874171,Master of Arts,"['sports', 'cooking', 'hiking', 'traveling']",Lublin,"['responsible', 'selfish']",male,29,Poland,4.82,English + Poland,Medium,Low
242,James Garrett,+48027669654,Bachelor of Science,"['sports', 'gaming', 'music']",Warsaw,"['determined', 'argumentative', 'rude', 'indecisive', 'sociable']",male,28,Ukraine,2.0,English + Ukraine,Fast,High
243,Susan Gonzalez,+48391942010,Master of Arts,"['reading', 'music', 'hiking', 'dancing']",Wroclaw,"['aggressive', 'self-centered', 'uncertain']",male,28,Ukraine,3.76,English + Ukraine,Fast,Medium
244,Abigail Simpson,+48410254804,Master of Arts,"['reading', 'cooking', 'gaming', 'sports']",Gdansk,"['arrogant', 'picky', 'discreet', 'vulgar', 'sociable']",male,28,Ukraine,3.66,English + Ukraine,Medium,Low
